Year,Series,concept.REF_AREA,concept.COMPOSITE_BREAKDOWN,Value
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,11
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,,22
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000008,,35
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,6
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,4
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,18
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_OTHER,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000010,,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000010,,4
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,10
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,19
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,3
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,7
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_OTHER,51
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,20
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,17
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,9
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_LNDSL,6
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,8
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,12
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,10
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FIREX,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000012,CL_COMP_BREAKDOWN.HZT_FLOOD,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,5
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FIREX,7
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_FLOOD,1
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_STORM,2
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000014,CL_COMP_BREAKDOWN.HZT_OTHER,37
2016,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,5
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000015,CL_COMP_BREAKDOWN.HZT_FLOOD,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_OTHER,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,2
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_OTHER,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,10
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_LNDSL,1
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_THDR_LGT_STROKE,3
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,5
2017,CL_SERIES.VC_DSR_MORT,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_OTHER,23
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,2698
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,2174
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FIREX,1878
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,188045
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,128108
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_FLOOD,64870
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,6119
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,66928
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_STORM,17038
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2425
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,3104
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,6836
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,992
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,201
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_LNDSL,130
2015,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,1849
2016,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,7505
2017,CL_SERIES.VC_DSR_HH,,CL_COMP_BREAKDOWN.HZT_CNFLCT,11914
2015,CL_SERIES.VC_DSR_HH,,,202128
2016,CL_SERIES.VC_DSR_HH,,,208801
2017,CL_SERIES.VC_DSR_HH,,,119352
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,15
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,96
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FIREX,110
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,589
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,694
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_FLOOD,368
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,84
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,649
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_STORM,660
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_LNDSL,11
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,278
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,704
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,CL_COMP_BREAKDOWN.HZT_CNFLCT,402
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,977
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,2356
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000001,,1769
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,8
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,17
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_FIREX,7
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,85
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,71
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_STORM,57
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,CL_COMP_BREAKDOWN.HZT_LNDSL,100
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,193
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,88
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000002,,64
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,10
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,24
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FIREX,34
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,2217
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,348
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_FLOOD,455
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,11
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,41
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,CL_COMP_BREAKDOWN.HZT_STORM,7
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,2238
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,1472
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000003,,1513
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,15
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,20
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_FIREX,11
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,873
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,168
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,CL_COMP_BREAKDOWN.HZT_LNDSL,56
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,888
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,964
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000004,,1620
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,147
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,30
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FIREX,137
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,27833
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,12646
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_FLOOD,10683
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,576
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,19233
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_STORM,3218
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,18
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,33
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,155
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,,28574
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,,31950
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000005,,15045
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,633
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,46
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FIREX,20
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,189
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,184
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_FLOOD,179
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,43
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,6
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_STORM,27
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_LNDSL,6
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,CL_COMP_BREAKDOWN.HZT_LNDSL,7
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,,871
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,,244
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000006,,226
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,129
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,156
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FIREX,109
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,3587
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,15578
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_FLOOD,8900
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,1335
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,4605
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_STORM,2402
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,702
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,450
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,2214
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,,5753
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,,20789
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000007,,13629
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,536
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,188
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FIREX,291
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,28476
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,15379
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_FLOOD,17295
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,836
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,10896
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_STORM,3660
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,900
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,895
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,1197
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,,30748
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,,27365
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000008,,22452
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,323
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,192
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FIREX,171
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,2500
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,37158
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_FLOOD,6382
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,944
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,14475
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_STORM,1133
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,255
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,104
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_EROSN_RVRBK,26
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,2
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,3
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_LNDSL,4
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,22
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,CL_COMP_BREAKDOWN.HZT_CNFLCT,34
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,4046
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,51966
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000009,,7716
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,17
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,50
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FIREX,52
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,1425
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,40
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_FLOOD,1334
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,30
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,66
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,CL_COMP_BREAKDOWN.HZT_STORM,98
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,1472
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,186
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000010,,1553
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,114
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,559
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FIREX,205
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,9040
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,6374
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_FLOOD,401
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,285
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,471
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_STORM,1381
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,29
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,412
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,CL_COMP_BREAKDOWN.HZT_CNFLCT,28
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,9468
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,8570
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000011,,17575
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,283
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,200
2017,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FIREX,164
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,619
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_FLOOD,1007
2015,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,353
2016,CL_SERIES.VC_DSR_HH,CL_REF_AREA.GA1000013,CL_COMP_BREAKDOWN.HZT_STORM,9899
